amount,hour_of_day,day_of_week,transaction_type_encoded,is_international,account_age_days,avg_transaction_amount_30d,transaction_count_24h,distance_from_home,is_fraud
3185.941452999667,4,1,0,0,2020,363.82640616111513,0,1250.5961800454918,0
4328.064827748861,11,2,3,0,720,857.5647709394938,3,2173.589221249724,0
3778.6751555372985,21,4,1,1,1,164.26743902568205,13,8198.203172162735,1
3477.7663602547777,6,3,1,0,336,372.15897543401763,17,1729.3221846476586,0
4594.858421877483,1,5,0,0,338,426.12153937506434,4,382.321120608225,0
3085.5825963839065,6,5,1,0,1989,52.69646581588479,14,3571.2593159859734,0
4597.183491446321,23,5,1,0,2471,920.2537113169711,5,3477.552343135103,0
2512.4292082896222,22,0,1,0,680,87.83630118491277,18,1291.9697447579376,0
2617.6574969984435,13,3,3,1,622,203.8269272565623,10,155.0142197546195,0
3286.284471610296,12,6,2,0,1776,932.8048261012394,16,1343.0098418400771,0
194.0838373921971,13,4,0,0,761,196.19692524827164,15,4811.765349972911,0
2819.8389625757104,7,4,3,0,1693,262.6125165015048,6,4450.908461012555,0
3646.880909006309,13,1,0,1,1089,141.2515960025847,10,4237.7200231162105,0
1425.8933720258792,11,0,3,0,2991,293.34546961264346,10,3880.5183969777395,0
3970.1236175826557,6,4,3,0,538,256.2542328484667,14,3320.35936384548,0
1354.5389953432318,8,5,0,1,837,97.68224343122863,14,1871.782086820508,0
703.9253106553334,6,0,3,0,1429,419.8699529089249,11,204.65353924906782,0
2686.078329351432,5,1,1,0,2102,815.6624722720941,6,3723.258538365914,0
531.0526025671081,9,1,1,0,240,777.067416131334,7,954.7699859362441,0
1979.272716861689,7,0,1,0,2785,469.21864072994344,16,7573.708890081764,1
2755.6085907104743,21,5,0,0,1608,574.5789537633517,12,995.3164875545034,0
242.79238535133288,3,3,3,0,1278,292.8526829095056,16,1005.6423126074643,0
1303.1397689327678,0,5,3,0,2815,463.79794883753146,14,4279.436967784259,0
1616.955066375413,0,0,0,0,2468,921.032791129329,13,1498.885390690783,0
3417.1282657925003,4,5,0,0,28,909.2780777600999,24,7179.22399188868,1
2183.6569652314583,7,6,3,0,1546,244.17363158760293,13,262.4186363581171,0
3462.6622471822116,12,0,3,0,1925,872.03787562605,5,1022.0339129797745,0
1017.1008670923798,14,0,1,0,3314,633.8230110834821,2,1113.8937685811213,0
4355.451388387355,16,2,3,0,2419,640.5499302313892,2,11.406812536944866,0
443.10003883833355,1,3,1,0,620,408.56442256424145,3,2495.3747998528793,0
1530.8421424646951,7,0,3,0,2906,893.5889775973263,1,2459.793427255195,0
3874.03248189145,17,6,0,1,3088,522.7770793630999,16,4996.293563946845,0
3885.059155770983,20,1,0,0,535,350.02385679682897,18,4050.2549137349956,0
2038.5742150883605,11,6,1,0,339,287.92546475873985,9,2853.6270089200416,0
3267.912414729874,21,3,0,0,501,357.7178945401174,6,2638.303948989726,0
1447.497632736142,22,5,1,0,3530,859.7612518241282,20,4242.934716334883,0
561.7989940217012,5,5,0,0,2420,578.030010798217,13,521.7493662408684,0
311.4501574102495,6,2,3,1,1695,881.8077717535073,8,2413.4052746620273,0
2719.0832314782197,17,3,3,1,1554,631.8701889434454,17,3385.330224474682,0
2556.001441259906,11,5,0,0,3383,827.7188423571688,5,2622.1753115912065,1
3713.7499602748753,21,5,2,0,339,547.2233093536863,13,4596.406498298347,0
5326.024984848056,11,5,2,0,29,592.4651998407243,6,3661.094381722617,1
1193.6251314114947,7,0,3,0,3618,178.91250116176522,4,1849.2846177407264,0
2394.822123516193,22,4,3,0,1706,345.50720073007983,10,2167.7800876515553,0
1430.13885922227,23,2,1,0,68,401.35635238566465,3,4071.5516757646383,0
130.06931118207632,23,3,0,0,542,210.74818846650726,16,2369.367066377014,0
1467.8011737863023,0,2,3,0,3426,574.5804415265344,16,1263.532341359581,0
1840.264500986649,6,5,3,0,2780,987.5353924634074,1,1371.4030674306205,0
1860.2965715419894,23,0,2,0,3565,288.4261738612247,11,1505.5906064508029,0
2903.0318195195186,10,1,0,0,112,250.16364258866244,18,4234.201916463511,0
1693.010468827234,10,3,0,0,2012,599.97676690395,3,4391.600630351238,0
3977.6225747778403,15,1,1,0,2136,608.2629591297796,11,3240.196370279691,0
4489.017277943446,18,5,0,1,837,987.6772981832215,1,4883.837089512285,0
105.76104761489778,23,1,1,0,1522,106.18445391265402,15,2281.4150217219376,0
2488.4171907295877,4,5,1,0,2547,136.87134986098357,16,3026.8742506863096,0
1289.9106402800035,20,1,1,0,2870,632.9410069650229,16,2187.8018202558296,0
1338.9039968761795,21,1,3,0,2419,950.0397431835554,9,1356.3277802556063,0
3446.902936253446,14,1,1,0,3429,182.64538882935994,13,3225.5356809117166,0
3114.4887809073534,11,4,0,0,330,640.3877732320924,7,2626.7428035816724,0
7256.528695970064,19,1,0,0,15,488.10764615051926,12,5629.285964778614,1
2492.933663932917,4,4,0,0,2551,754.5109590935131,6,148.44872397342223,0
3970.0255396991242,21,3,1,0,165,197.93177984072486,17,3295.815112029351,0
1947.105537236201,7,5,0,0,316,656.3050200324517,14,4205.332864070178,0
8667.613355670961,4,2,3,0,3387,896.8543726575989,15,3006.868734455519,1
1478.2990267270045,18,3,1,0,2130,108.10904459408404,5,1083.4262167188579,0
4085.4156685145254,13,0,1,0,1577,649.9803299984685,15,1767.069372671754,0
3986.409689475041,18,1,1,0,3162,325.8895064142277,5,2901.046554229657,0
3697.481725254959,5,3,3,0,253,395.8684064054147,7,3613.6809531906288,0
1569.6477244849502,14,6,0,0,3316,420.29524550943984,10,2607.47656955714,0
1995.1053104961366,22,5,3,0,523,494.08356055569175,9,3834.9299016130785,0
1668.5049862603955,1,0,2,0,2971,295.9086413723053,9,2174.3277266437663,0
9960.781415055604,19,5,1,0,3508,85.30307660122489,23,8759.205799659536,1
3989.9552345656944,9,4,3,0,3537,263.6807719486382,18,4602.812382155083,0
2971.116122391301,5,0,2,1,1937,537.3164280251758,1,1920.7101184225921,0
1486.3441698259617,20,3,1,0,3228,107.4923304294314,9,2463.1933596764184,0
4379.631691187366,9,3,3,0,2080,491.6788749770505,4,1477.2353457575043,0
1855.915098824038,13,3,1,0,796,72.74984444365748,7,934.0317534203818,0
4734.974450004614,2,1,3,0,1924,902.2352723114083,9,853.0100077459751,0
3898.8022190388065,19,3,2,0,1515,850.4723237763749,17,2824.744510502513,0
87.97588024498903,13,4,0,0,1117,444.19606678200506,9,4178.820712774463,0
2417.0031372074554,10,4,0,0,356,263.6826333501057,16,4890.330748929175,0
728.23669744332,2,5,0,0,3589,549.4317741858367,0,1679.9792424319664,0
2213.464960106402,14,2,0,0,3335,749.6849303530643,11,1506.145120963206,0
4812.669740017861,8,2,0,0,2056,703.8764458363306,4,547.4743772411795,0
1754.450872782221,17,1,0,0,1091,508.89235567721266,9,197.32634991227016,0
1136.27813236843,3,6,2,0,338,411.8985352819155,14,1647.873896733969,0
2923.7564962926563,19,4,2,0,1445,581.9662754561489,4,893.4427574720866,0
4915.856527035974,18,1,1,0,3225,574.5989899830398,2,3352.898293145941,0
2026.3234535950826,13,5,3,0,1536,595.5739396110287,20,2113.8258363860637,0
3353.4997742513247,21,0,3,0,1769,994.942945602617,5,790.6683094603168,0
1773.5877201865073,4,5,0,1,837,658.860473148588,9,178.20980588738487,0
1637.726672239432,16,2,1,0,472,674.8810465121733,18,455.4445145684982,0
1986.5607246933087,2,0,3,0,3451,814.7971774326081,2,2801.378654876379,0
741.1522565232298,11,6,3,0,3644,982.3551608357743,9,266.4797292958915,0
2485.82730156052,10,2,3,0,719,596.5333068278198,6,340.07515913995144,0
2239.6218275964775,12,6,3,0,584,777.2314634592794,15,1942.816382606314,0
4772.47785403851,7,6,1,0,86,805.5467142094872,16,4426.460529306798,0
1828.1970825535009,22,6,1,0,899,106.93967786857894,11,3329.6384906538033,0
1915.549854891068,0,4,3,0,2926,774.2820150509056,13,3384.3352428842645,0
881.5065785195286,16,1,0,0,2495,95.24586517969765,8,3401.648096573383,0
2240.364780186838,0,6,2,0,1870,833.2206200000611,17,509.33072450161876,0
2050.624939893316,2,3,2,0,2447,402.24481698604285,8,4418.628589471028,0
3643.792593862358,9,4,3,0,2638,854.9635561516559,11,4478.76481531195,0
4004.965634863788,21,0,0,0,549,215.35201590782336,5,818.8507388596245,0
720.3649738662247,8,5,3,0,3352,146.0296740801009,12,490.75615614896265,0
1169.9217802415044,22,5,1,0,1961,462.2318446790396,7,1635.5086113674904,0
5670.326043222111,18,3,1,1,9,99.423972193998,25,585.7694057179406,1
4235.155107852734,5,2,1,0,1059,254.18988415716913,9,2105.27843991055,0
178.0756729748192,2,6,2,0,1949,104.60910642753831,7,421.11894822891236,0
3401.8902494942417,15,5,2,1,182,146.6406313124391,19,3013.992563998971,0
714.0999031407346,16,5,2,0,250,833.3618620483373,10,1265.3867282962233,0
4257.198109259398,15,6,0,0,759,739.255512540274,6,4405.895722933285,0
4081.7111926356392,9,0,0,0,1311,514.6522949716174,15,147.9669814718504,0
3001.7511614636705,10,3,2,0,2556,403.0500754166057,2,2107.221019983836,0
5403.491306619394,14,1,0,0,10,306.9116530285388,8,8743.488523732362,1
961.7900358517803,16,6,1,1,811,799.513848035601,16,3117.9780696912167,0
1013.6569882516175,19,5,3,0,700,251.44095272807274,14,4923.113416642658,0
4896.214285644158,2,6,0,0,3641,965.0798588921335,9,769.7366895749997,0
1299.0174135743177,18,1,3,0,2222,842.6744698683294,20,5671.229659059302,1
2753.203672458742,10,0,0,0,2509,317.7038818705471,2,4516.066545270492,0
3836.7602504615365,8,3,1,0,564,609.9407570000529,13,3214.4824120799876,0
3429.8782514453383,2,5,1,1,2979,59.365566683094826,20,4082.3792100680334,0
4122.071639223137,17,3,2,0,399,546.7001070330953,8,660.3046647342859,0
2059.9351238202253,0,3,3,0,3244,435.8046683203254,9,1096.8033415926832,0
1605.344821726308,11,0,1,0,326,881.7005956670918,0,4027.499060060156,0
1898.072010060398,13,3,0,0,718,607.2394946990164,10,554.7954321272547,0
1078.7626785788812,12,2,1,0,848,553.6014585867099,2,40.63655290414636,0
2877.9409191270215,5,5,0,0,2913,937.3021245916522,14,734.2153591730521,0
3106.983207117194,7,2,3,0,2990,219.7105870767801,16,4315.544224088666,0
2479.14452381898,17,6,0,0,3488,360.4417163069505,5,1831.4717950970344,0
3960.3044320549975,1,2,0,0,2044,844.0806289867392,18,4670.114766339776,0
1515.2312360900594,15,4,2,1,1036,824.3447927715125,1,643.5872692189654,0
2557.2927736769525,3,4,0,0,3284,243.1091242605061,6,4372.767740029068,0
2534.4453019808325,21,5,3,0,3623,194.64595127727281,10,1968.7491245621752,0
1376.1910798205179,11,0,2,1,2358,431.9454117659895,9,1537.7180892596882,0
1252.3946894234512,8,3,0,0,446,418.77321079402,2,183.20518954458964,0
5557.865961714389,8,1,3,1,2478,829.6224741727581,25,243.28861677488274,1
1166.7499315886873,0,5,3,0,253,839.7033396545633,11,4753.872440659135,0
3803.5903194305583,1,2,2,0,2756,164.93891765143576,8,477.6722840026787,0
1143.2964203614922,0,5,1,0,292,639.4656229858148,7,4906.8559368895285,0
1253.4570345565164,15,3,1,0,2718,922.8794936219977,13,1745.2013585678267,0
2392.549798948955,6,3,1,0,689,498.67146921858523,13,641.3228383452685,0
7380.675097806493,5,4,0,0,976,601.3110118261926,5,5202.813488589821,1
4052.7186532975743,22,3,1,1,209,81.15297877650626,1,2547.480169377739,0
9162.565162696734,14,2,0,1,172,340.5960829466738,18,2189.798713975955,1
206.01009106938696,10,5,1,0,1796,695.9048663125403,10,4873.604329854924,0
1127.1048942991015,16,4,0,0,2886,632.9720590676511,17,623.7866354392513,0
2172.3568606593876,1,0,2,1,1030,737.482776311332,2,2994.0073007114597,0
4900.447477863451,20,6,3,0,1814,407.72903348367544,14,3425.3396226448094,0
2604.6081559352456,13,2,0,0,1969,531.0715405060121,18,3963.1031921013664,0
1299.8981902946746,7,1,3,0,3632,977.611043859981,12,1663.6405311101178,0
3563.8562663974817,13,2,1,0,1658,538.897700273352,11,4836.7308168080845,0
813.4444716170625,5,5,0,0,696,574.9832956686414,16,3576.1158707631107,0
3183.9286766953865,7,1,1,0,3310,322.24569985075266,19,2370.394468685786,0
6714.177629502154,2,6,0,0,2720,534.5018622119017,28,1542.1666023518108,1
4442.227501626706,14,3,3,0,3421,55.22346666037623,6,2218.7246652055815,0
3646.7637172391474,8,4,3,1,2217,513.8285015445235,9,2401.7585473770782,0
3624.431693708156,12,3,1,0,1692,647.5684270028532,9,2969.154089931863,0
669.1394948125245,16,4,2,0,1616,887.8598482009072,5,4142.209050938836,0
2953.967288614182,1,5,1,0,3406,113.14821856080883,4,2926.8729705359146,0
4577.921251792004,2,0,0,0,2020,541.4649927043662,3,800.2983358402937,0
3043.9060300276155,13,3,0,0,1784,620.1406384956555,13,346.3424440725954,0
1720.2456895022835,12,6,0,1,23,646.0744347927887,6,7902.781729567809,1
3592.5847211989776,6,5,1,1,1173,561.9858436335558,7,499.01722321999574,0
1128.7303624883832,22,5,1,0,2802,282.97211638434464,7,15.548994778560864,0
1330.6253870719365,20,3,1,0,1103,272.39668162528756,16,1979.3520755130694,0
2720.397419482748,5,1,2,0,2988,380.33229617159304,8,4263.101612939019,0
339.87344635167415,10,0,3,1,3581,966.5502332955953,3,4810.446067145403,0
1940.360862123643,16,6,0,0,624,953.5625708127474,12,2912.492977272922,0
4267.260581185535,21,2,1,0,1728,924.0919957148458,16,4255.4444152597025,0
3483.7712577459506,8,3,0,1,3164,979.5681878498199,1,1671.2794306889316,0
3806.318177290703,20,2,0,0,3264,631.168458154221,14,178.76656003879944,0
4138.8371646747855,2,1,0,0,1583,272.25164044286805,16,4552.189719051013,0
1263.4799906213148,21,5,0,0,367,567.4452068588863,6,4370.169864371056,0
1324.0798382324433,5,5,3,0,1741,585.5719284800309,14,1477.8002503608134,0
4130.212279700946,22,4,3,0,2154,415.03347028516146,1,2146.1283755854356,0
3361.510451187357,10,6,1,0,402,594.912282946213,16,544.8421424657796,0
1690.703319112113,1,3,1,0,1844,893.939536322938,16,2919.7649350584124,0
2955.1376414267693,20,1,2,0,78,817.5371815910797,9,791.9831440068892,0
408.6827904919918,18,4,0,0,213,613.7103210172519,0,2377.1469817904067,0
3973.268166038904,0,5,2,0,1627,514.3067786342007,20,655.3365121166227,0
1678.304110140824,16,3,0,0,1569,524.2829289006718,0,1737.7315297035552,1
1993.6158894966866,18,2,1,0,636,126.60294872111251,10,2570.2571811011417,0
5052.654688034949,14,4,2,0,5,420.05022647169227,17,6134.83682157259,1
2984.317849205029,0,1,0,0,1311,433.94551535070235,20,4650.779406980174,0
3977.4480453182023,13,4,3,0,2525,428.7833748804307,19,3424.3403255305384,0
1138.602194141418,0,1,1,0,477,794.6424724131809,9,2329.7617839873296,0
1239.1731780572632,20,0,1,1,1105,510.9354737815915,9,3292.1729369576738,0
1525.3510387621889,13,0,1,1,3300,868.4088389361223,6,1211.0821728087385,0
1344.1002231560549,1,3,3,0,521,560.6078631831572,16,133.93258776002781,0
3136.490421268378,23,6,3,0,1198,491.3331740498881,18,2175.4475493143495,0
2192.9972458323236,1,4,3,0,1646,597.6450016648995,10,4931.40334876164,0
8663.575371489393,11,6,2,1,560,435.81665489110753,16,9859.60730753156,1
2571.1955702177775,9,0,0,1,1404,843.092490930741,0,859.167253054412,0
4902.719265578824,17,2,1,0,185,489.28369654708405,12,1565.1360067547016,0
4646.12525104793,4,2,0,0,374,567.6717731749983,8,2270.2501638080917,0
263.7708415980957,8,4,2,0,683,651.4123145783028,17,1758.069586259114,0
2568.396871084584,17,6,1,0,3039,892.7899529360951,16,2996.7837365587184,0
2222.0375774717986,1,6,2,0,1253,473.1669843388506,16,1129.703307059729,0
1924.7284694928928,5,3,3,0,1365,708.9681175201661,2,116.4189884270711,0
2057.936782372071,7,5,2,0,3032,163.38192926835467,19,327.21056369230007,0
2971.5850790278296,2,4,3,0,1004,229.67025012505968,12,2110.9873744233023,0
4830.317972180928,23,2,1,0,1262,939.899837841408,10,2629.319268966326,0
1995.0230714436632,11,1,3,0,2940,139.40382463163473,19,2978.177509070034,0
3456.762815084975,20,2,2,1,306,422.1363508275992,15,1591.0274171240535,0
2684.7479558971427,11,5,2,0,1898,882.9705073080595,9,1694.4482577650533,0
2897.424967054965,9,2,1,0,1521,447.1203189632778,16,3999.1186911397763,0
3145.6832187348764,12,3,2,0,1771,698.2423968326902,10,506.14728781449514,0
4608.706563330733,3,4,0,0,2767,860.1070621859452,3,3402.0716634480373,0
672.1534082926331,4,0,2,0,3224,462.0575089369124,19,175.9124666441014,0
4701.838056671589,14,1,2,0,682,554.2285878211547,19,3067.702097874116,0
629.0661637309836,23,3,1,0,348,208.89047155849966,1,3472.5346507481277,0
637.7028971199653,12,6,0,0,1180,622.8125170752622,9,789.8969465919859,0
1997.8556076323484,0,2,3,1,3361,253.07232049978157,20,2978.394565448392,0
2167.0286596817105,5,5,3,0,1912,106.76506067390602,4,4759.481036039644,0
4068.946732008314,14,4,3,0,2632,994.3298861853169,11,3474.6234158253424,0
952.7712534220127,17,3,3,0,175,392.334685580072,18,2717.4618957151697,0
3023.920595102718,10,3,2,0,2047,108.67648629060173,16,4287.779678055607,0
8163.005940309979,10,6,0,1,2404,840.6599090803356,19,5921.505280854711,1
9534.776962387657,4,3,1,1,7,676.3104984891145,12,8068.808294877942,1
3838.9950543053255,9,3,1,0,607,626.5186400276835,15,3827.120344290826,0
3784.527776273549,1,6,2,0,2704,265.9044475599105,3,4846.478581833142,0
35.34252909522721,23,0,1,0,3428,938.8111391673632,5,2243.5902019677874,0
3628.034268617732,22,4,1,0,1894,460.8964081753443,17,434.5801498260926,0
3123.4397704169523,5,2,1,0,3536,992.3762080431565,16,3218.784329039,0
45.20187929159799,16,0,2,0,502,659.6179467156765,3,4303.697772958773,0
803.2032441582622,7,0,0,0,465,688.741926839066,10,194.8791608355016,0
14.620155660671516,6,3,1,0,478,106.89341262113572,6,4368.165759522375,0
2905.565071961929,19,0,0,1,715,934.8022773236718,17,1355.59717341809,0
272.4285457372155,7,6,2,1,2804,408.955148839171,2,1709.0291078026332,0
4670.546576477883,19,2,0,0,3018,135.87598148267887,10,1012.1066522683315,0
3779.5274475952892,0,2,1,0,1938,956.4753057302852,1,796.2645722040551,0
718.5295567655616,11,1,0,0,3263,336.3964731677698,3,1654.084282728178,0
3460.357980258942,10,2,2,0,1929,891.2027519766033,5,4211.788936250284,0
193.74834610995757,17,3,2,0,2605,570.4632813384173,17,4581.393497963162,0
253.46158509633068,18,5,1,0,1571,65.57778558815363,18,1619.4569336963527,0
3838.5751276637507,11,2,1,0,2197,347.2205781797726,3,3555.5144456847224,0
4430.883340245555,13,3,3,0,1107,203.81267295575432,10,965.3160486518791,0
7785.053221126895,0,0,2,0,3523,363.6956002899593,15,6288.137657440543,1
3175.051865307985,19,0,0,0,1221,578.887430304225,13,4727.073265324908,0
1381.5059956747355,18,2,0,0,3272,198.21409701092483,18,1233.0077303820497,0
4629.5399360926685,2,6,3,1,946,451.3329218088872,15,4534.99252421927,0
659.1494458884305,21,0,1,0,1612,470.8396923225144,11,3580.1684492421755,0
166.77912507529484,20,6,2,0,1728,93.83389866125955,14,1604.1850384801571,0
3623.141176913061,2,2,1,0,3424,685.3734369575649,2,461.34097985210286,0
4270.226472303564,0,6,3,0,141,211.67911079328587,17,4594.502307651286,0
2841.0352058440135,15,3,1,0,3289,456.33046551155763,12,3319.8747315342234,0
4680.851806371232,19,1,3,0,5,742.7758245902853,24,5817.554892265101,1
3932.4094492394897,15,4,2,0,916,646.2608480217676,1,3692.116797419468,0
3796.3389868658737,13,3,3,0,2370,480.36069943377447,3,3931.907752073955,0
1039.218023329896,5,6,2,0,2889,762.0340026219691,15,1365.4857726903913,0
4341.840415435257,4,0,2,0,2878,944.538436720142,11,2272.670115994333,0
2242.371829015745,23,3,0,0,2301,654.2276584459349,11,2999.976562226584,0
3025.5665474036414,9,5,2,0,403,696.0570923564562,0,2870.554572081114,0
2187.312375032934,19,5,0,1,2213,367.95121950932383,15,4824.293554965285,0
3005.6825757879146,18,0,1,0,571,451.84711121015084,16,4814.969499374158,0
138.51846510439248,6,6,3,0,588,230.1393577967227,4,3508.3413253367116,0
2601.5459318428443,2,1,1,0,1618,494.0995588596474,4,1476.8762445087514,0
1112.50138108557,8,3,0,0,2096,150.23257609286583,5,4424.828135706032,0
4465.917887133688,8,0,2,0,1424,283.11440349032944,12,4948.078083848025,0
771.8169784149542,2,6,0,0,835,994.3404715967205,19,2091.7853841071815,0
130.18197377486177,20,5,3,0,1796,709.8203508281463,1,642.586986212369,0
4763.4503488734,10,2,3,0,1331,522.8956388425673,4,3662.1284711880107,0
2223.92818294895,10,2,1,0,3213,556.4735296934223,13,1525.3299015545801,0
3745.801510706408,21,3,3,0,238,737.709163010834,11,1535.4003665242199,0
2764.871524421722,2,2,2,0,12,172.97199603637625,5,4523.6838500724425,1
1376.3531096552708,11,4,0,0,800,412.3966945279335,18,3196.2764067178705,0
1820.7546603452508,5,4,2,0,789,390.23691873699954,1,362.72929794791577,0
44.10798164746116,6,1,3,0,276,713.2719848894188,3,319.36507919447246,0
3740.619933136324,17,4,2,0,3428,121.87359045901955,17,258.1963391032377,0
1280.265641053301,5,0,3,0,541,904.3196111531813,27,1974.5126679733348,1
3339.9422123655986,15,6,0,1,15,446.30515060162224,4,7149.5614417635015,1
1535.8632100286275,23,2,1,0,292,523.2596629844827,16,3607.195788981944,0
1797.349813306683,2,6,2,0,1315,175.17843524087394,2,2036.079906960469,0
3079.8235294182527,21,4,2,0,3538,138.99949227640968,3,66.37072535802757,0
545.3496226209637,18,5,1,0,1414,850.3436643267943,15,3499.0541736675773,0
3024.823209105932,18,4,3,0,975,324.54314025035694,0,768.1553691472598,0
4165.718641044257,7,6,1,0,2913,551.3196975740262,7,4458.200822897715,0
2292.376460778133,19,6,0,0,542,365.8516446427887,15,3860.597678069004,0
4314.713754760438,7,0,3,0,2254,406.58469171146555,17,418.50557889870356,0
179.70296706004714,11,5,0,0,3487,510.56125916106913,10,4271.582978741914,0
134.46427722315497,15,1,0,0,3190,411.5559907501658,15,624.1069168673946,0
4691.264114517401,20,4,3,0,1495,695.7495256462946,15,4789.503956132736,0
3502.9404085021915,10,4,2,0,1800,546.5617908965078,12,2527.130252034988,0
1672.6332274395504,18,4,3,0,2974,181.1149999916877,14,3880.7472931803745,0
1306.9285389715944,17,0,1,0,687,516.0075668067875,4,13.650762003832861,0
6410.731759394405,4,0,2,0,8,960.3229766987022,16,447.487095669107,1
3812.18781424544,12,6,3,0,1938,783.163485869448,5,4530.954455336288,0
4689.343283270314,8,5,0,0,2598,570.4725017996706,8,150.28489885631768,0
365.8661893559056,4,1,0,0,2015,58.08260671053117,11,1436.73451493389,0
3993.441560286543,15,2,3,0,320,443.0478527937839,20,3863.7351884340683,0
3512.638013968098,6,0,0,0,3056,425.5428765603281,9,1432.1153291618155,0
2886.8756001566176,14,4,3,0,1408,997.432246036679,2,2021.6761378740096,0
4487.303977368097,19,3,0,0,846,652.2171605725056,0,17.15534057554646,0
8911.018304000389,23,5,0,1,13,587.0716610512396,11,6846.243180340401,1
2311.58006320696,10,4,0,0,393,172.4944915022796,8,4096.6232640692815,0
1642.245582934807,18,4,3,0,2382,929.7480204930018,1,3592.333135868103,0
1401.8596394993424,16,4,0,0,877,299.71606862732096,14,1213.243929627707,0
23.46503442759304,12,3,3,0,575,469.399043485664,10,1332.3219646571206,0
3951.6705140897416,1,4,0,0,3178,804.6287654606473,19,901.3563886098674,0
1370.1081358705867,8,6,1,0,2740,256.2087863409712,17,3457.0217216667847,0
2668.407502023618,20,5,3,1,1206,742.472942352942,2,4183.999676503197,0
4246.00010250344,13,6,1,0,3562,50.34147860457415,15,4767.4613605499535,0
1435.780860694744,21,5,0,0,1955,861.7395902039448,17,594.9052950044337,0
2026.4457996881806,20,5,2,0,2463,695.5022672814648,4,3553.7668340248406,0
1351.322417251462,15,6,2,0,1947,830.2995925341882,16,162.45648638325838,0
2867.6196995519367,5,1,1,0,1784,261.7101994433681,4,3703.2992022693634,0
2607.477153817096,6,3,2,0,3589,194.8045671308827,18,2823.638299536356,0
2286.51257026366,22,6,3,1,2783,846.9803011357313,4,3531.8875089487938,0
3815.5602935258657,16,2,0,0,306,426.513685367387,14,2322.9020344897476,0
482.5751168619529,23,4,0,1,726,718.4388826877179,5,1909.5398380663719,0
1599.9414769947057,7,4,2,0,1602,120.22004029672458,12,3236.9663935249014,0
2463.3212022223406,20,0,3,0,2218,639.9622054371378,10,2766.9382616896,0
2714.296579027661,19,3,3,0,1368,139.45245524212203,20,4847.476342130398,0
3005.954820134596,21,1,1,0,2854,149.7729031570433,7,4995.730104458678,0
2923.491966089052,9,5,3,0,870,247.51753581043312,10,2608.4056578832506,0
4606.4965274581,17,1,0,0,1942,113.31028061370108,2,4430.775803049241,0
2480.000215361291,20,1,1,0,2234,832.6214658363525,0,1791.060202758417,0
333.7771086810492,13,5,3,0,1099,601.2608724376435,18,2904.1805952807827,0
